run,process,part,argument,duration
37,index,store,04 - Data Replication,0.015147924423217773
37,index,embed,05 - NoSQL Intro + KV DBs,0.4402761459350586
37,index,store,05 - NoSQL Intro + KV DBs,0.02510237693786621
37,index,embed,06 - Redis + Python,0.19019436836242676
37,index,store,06 - Redis + Python,0.009563207626342773
37,index,embed,07 - Document DBs and Mongo,0.4500727653503418
37,index,store,07 - Document DBs and Mongo,0.023217201232910156
37,index,embed,08 - PyMongo,0.09649991989135742
37,index,store,08 - PyMongo,0.0047245025634765625
37,index,embed,09 - Introduction to Graph Data Model,0.2651669979095459
37,index,store,09 - Introduction to Graph Data Model,0.015573263168334961
37,index,embed,10 - Neo4j,0.2758927345275879
37,index,store,10 - Neo4j,0.012061119079589844
37,index,embed,11 - AWS Intro,0.22274494171142578
37,index,store,11 - AWS Intro,0.008895397186279297
37,index,embed,12 - EC2 & Lambda,0.40456581115722656
37,index,store,12 - EC2 & Lambda,0.017065048217773438
37,index,embed,B- Trees Notes,0.11160802841186523
37,index,store,B- Trees Notes,0.0061626434326171875
37,index,embed,DS4300 Notes E1,0.20867443084716797
37,index,store,DS4300 Notes E1,0.009308576583862305
37,search,embed,What is the capital of France?,0.011621236801147461
37,search,query,What is the capital of France?,0.0005254745483398438
37,search,embed,What does the C stand for in ACID?,0.01210641860961914
37,search,query,What does the C stand for in ACID?,0.0015380382537841797
37,search,embed,What type of database is Neo4j?,0.011587142944335938
37,search,query,What type of database is Neo4j?,0.0010073184967041016
37,search,embed,Who created MongoDB?,0.01606893539428711
37,search,query,Who created MongoDB?,0.0015475749969482422
37,search,embed,Which is faster for random access: a linked list or an array?,0.023042917251586914
37,search,query,Which is faster for random access: a linked list or an array?,0.0029959678649902344
38,index,embed,02 - Foundations,0.221083402633667
38,index,store,02 - Foundations,1.0706713199615479
38,index,embed,03 - Moving Beyond the Relational Model,0.41173791885375977
38,index,store,03 - Moving Beyond the Relational Model,1.661590337753296
38,index,embed,04 - Data Replication,0.6542768478393555
38,index,store,04 - Data Replication,1.9423797130584717
38,index,embed,05 - NoSQL Intro + KV DBs,1.5294528007507324
38,index,store,05 - NoSQL Intro + KV DBs,2.7839460372924805
38,index,embed,06 - Redis + Python,0.6383254528045654
38,index,store,06 - Redis + Python,1.1831417083740234
38,index,embed,07 - Document DBs and Mongo,1.4188284873962402
38,index,store,07 - Document DBs and Mongo,2.583217144012451
38,index,embed,08 - PyMongo,0.2880990505218506
38,index,store,08 - PyMongo,0.5522801876068115
38,index,embed,09 - Introduction to Graph Data Model,0.8191859722137451
38,index,store,09 - Introduction to Graph Data Model,1.5926463603973389
38,index,embed,10 - Neo4j,0.9512410163879395
38,index,store,10 - Neo4j,1.7578508853912354
38,index,embed,11 - AWS Intro,0.7435824871063232
38,index,store,11 - AWS Intro,1.1874699592590332
38,index,embed,12 - EC2 & Lambda,0.9912049770355225
38,index,store,12 - EC2 & Lambda,1.7680530548095703
38,index,embed,B- Trees Notes,0.361067533493042
38,index,store,B- Trees Notes,0.567023515701294
38,index,embed,DS4300 Notes E1,0.5942742824554443
38,index,store,DS4300 Notes E1,0.861060380935669
38,search,embed,What is the capital of France?,0.021422624588012695
38,search,query,What is the capital of France?,0.05239534378051758
38,search,embed,What does the C stand for in ACID?,0.025295257568359375
38,search,query,What does the C stand for in ACID?,0.05212044715881348
38,search,embed,What type of database is Neo4j?,0.015818357467651367
38,search,query,What type of database is Neo4j?,0.05178523063659668
38,search,embed,Who created MongoDB?,0.015465021133422852
38,search,query,Who created MongoDB?,0.04677748680114746
38,search,embed,Which is faster for random access: a linked list or an array?,0.016095399856567383
38,search,query,Which is faster for random access: a linked list or an array?,0.04496574401855469
39,index,embed,02 - Foundations,0.17319846153259277
39,index,store,02 - Foundations,0.05366396903991699
39,index,embed,03 - Moving Beyond the Relational Model,0.2774956226348877
39,index,store,03 - Moving Beyond the Relational Model,0.08472347259521484
39,index,embed,04 - Data Replication,0.34653568267822266
39,index,store,04 - Data Replication,0.10249733924865723
39,index,embed,05 - NoSQL Intro + KV DBs,0.45181798934936523
39,index,store,05 - NoSQL Intro + KV DBs,0.1484689712524414
39,index,embed,06 - Redis + Python,0.19835638999938965
39,index,store,06 - Redis + Python,0.06069612503051758
39,index,embed,07 - Document DBs and Mongo,0.45688915252685547
39,index,store,07 - Document DBs and Mongo,0.11039328575134277
39,index,embed,08 - PyMongo,0.1072838306427002
39,index,store,08 - PyMongo,0.022138595581054688
39,index,embed,09 - Introduction to Graph Data Model,0.2741835117340088
39,index,store,09 - Introduction to Graph Data Model,0.06674885749816895
39,index,embed,10 - Neo4j,0.3038599491119385
39,index,store,10 - Neo4j,0.0721426010131836
39,index,embed,11 - AWS Intro,0.2528543472290039
39,index,store,11 - AWS Intro,0.05784201622009277
39,index,embed,12 - EC2 & Lambda,0.3333151340484619
39,index,store,12 - EC2 & Lambda,0.08491945266723633
39,index,embed,B- Trees Notes,0.09630084037780762
39,index,store,B- Trees Notes,0.024295330047607422
39,index,embed,DS4300 Notes E1,0.18296170234680176
39,index,store,DS4300 Notes E1,0.04589056968688965
39,search,embed,What is the capital of France?,0.01137542724609375
39,search,query,What is the capital of France?,1.239062786102295
39,search,embed,What does the C stand for in ACID?,0.015672922134399414
39,search,query,What does the C stand for in ACID?,0.0186154842376709
39,search,embed,What type of database is Neo4j?,0.016527652740478516
39,search,query,What type of database is Neo4j?,0.010016918182373047
39,search,embed,Who created MongoDB?,0.011155128479003906
39,search,query,Who created MongoDB?,0.010535001754760742
39,search,embed,Which is faster for random access: a linked list or an array?,0.011598587036132812
39,search,query,Which is faster for random access: a linked list or an array?,0.010529756546020508
40,index,embed,02 - Foundations,0.1520378589630127
40,index,store,02 - Foundations,0.015992164611816406
40,index,embed,03 - Moving Beyond the Relational Model,0.24664521217346191
40,index,store,03 - Moving Beyond the Relational Model,0.026997089385986328
40,index,embed,04 - Data Replication,0.2333660125732422
40,index,store,04 - Data Replication,0.030748844146728516
40,index,embed,05 - NoSQL Intro + KV DBs,0.3700869083404541
40,index,store,05 - NoSQL Intro + KV DBs,0.0400540828704834
40,index,embed,06 - Redis + Python,0.1673135757446289
40,index,store,06 - Redis + Python,0.016108036041259766
40,index,embed,07 - Document DBs and Mongo,0.3051638603210449
40,index,store,07 - Document DBs and Mongo,0.03999066352844238
40,index,embed,08 - PyMongo,0.07051229476928711
40,index,store,08 - PyMongo,0.008006572723388672
40,index,embed,09 - Introduction to Graph Data Model,0.17192292213439941
40,index,store,09 - Introduction to Graph Data Model,0.02705693244934082
40,index,embed,10 - Neo4j,0.21930480003356934
40,index,store,10 - Neo4j,0.02703380584716797
40,index,embed,11 - AWS Intro,0.194244384765625
40,index,store,11 - AWS Intro,0.02808976173400879
40,index,embed,12 - EC2 & Lambda,0.21339631080627441
40,index,store,12 - EC2 & Lambda,0.027983427047729492
40,index,embed,B- Trees Notes,0.10035085678100586
40,index,store,B- Trees Notes,0.009055137634277344
40,index,embed,DS4300 Notes E1,0.19786715507507324
40,index,store,DS4300 Notes E1,0.01654672622680664
40,search,embed,What is the capital of France?,0.00899958610534668
40,search,query,What is the capital of France?,0.001001596450805664
40,search,embed,What does the C stand for in ACID?,0.007529735565185547
40,search,query,What does the C stand for in ACID?,0.002000570297241211
40,search,embed,What type of database is Neo4j?,0.007529258728027344
40,search,query,What type of database is Neo4j?,0.0009982585906982422
40,search,embed,Who created MongoDB?,0.009083747863769531
40,search,query,Who created MongoDB?,0.0019989013671875
40,search,embed,Which is faster for random access: a linked list or an array?,0.00753474235534668
40,search,query,Which is faster for random access: a linked list or an array?,0.0020020008087158203
41,index,embed,02 - Foundations,0.16483402252197266
41,index,store,02 - Foundations,1.1010806560516357
41,index,embed,03 - Moving Beyond the Relational Model,0.23439884185791016
41,index,store,03 - Moving Beyond the Relational Model,1.7196056842803955
41,index,embed,04 - Data Replication,0.24321269989013672
41,index,store,04 - Data Replication,1.8337035179138184
41,index,embed,05 - NoSQL Intro + KV DBs,0.4127068519592285
41,index,store,05 - NoSQL Intro + KV DBs,2.8298027515411377
41,index,embed,06 - Redis + Python,0.169450044631958
41,index,store,06 - Redis + Python,1.1352543830871582
41,index,embed,07 - Document DBs and Mongo,0.33775877952575684
41,index,store,07 - Document DBs and Mongo,2.750373125076294
41,index,embed,08 - PyMongo,0.07301640510559082
41,index,store,08 - PyMongo,0.5617022514343262
41,index,embed,09 - Introduction to Graph Data Model,0.19582200050354004
41,index,store,09 - Introduction to Graph Data Model,1.7088189125061035
41,index,embed,10 - Neo4j,0.2544522285461426
41,index,store,10 - Neo4j,1.7410547733306885
41,index,embed,11 - AWS Intro,0.18358993530273438
41,index,store,11 - AWS Intro,1.4073233604431152
41,index,embed,12 - EC2 & Lambda,0.23175692558288574
41,index,store,12 - EC2 & Lambda,1.94362211227417
41,index,embed,B- Trees Notes,0.11456036567687988
41,index,store,B- Trees Notes,0.5503096580505371
41,index,embed,DS4300 Notes E1,0.21541476249694824
41,index,store,DS4300 Notes E1,0.9392154216766357
41,search,embed,What is the capital of France?,0.010001897811889648
41,search,query,What is the capital of France?,0.055007219314575195
41,search,embed,What does the C stand for in ACID?,0.009536504745483398
41,search,query,What does the C stand for in ACID?,0.05756354331970215
41,search,embed,What type of database is Neo4j?,0.007552146911621094
41,search,query,What type of database is Neo4j?,0.04768228530883789
41,search,embed,Who created MongoDB?,0.007556438446044922
41,search,query,Who created MongoDB?,0.0455172061920166
41,search,embed,Which is faster for random access: a linked list or an array?,0.007548809051513672
41,search,query,Which is faster for random access: a linked list or an array?,0.045001983642578125
42,index,embed,02 - Foundations,0.14252591133117676
42,index,store,02 - Foundations,0.07252931594848633
42,index,embed,03 - Moving Beyond the Relational Model,0.22117090225219727
42,index,store,03 - Moving Beyond the Relational Model,0.10998201370239258
42,index,embed,04 - Data Replication,0.2314131259918213
42,index,store,04 - Data Replication,0.1171407699584961
42,index,embed,05 - NoSQL Intro + KV DBs,0.3635878562927246
42,index,store,05 - NoSQL Intro + KV DBs,0.18016481399536133
42,index,embed,06 - Redis + Python,0.15053296089172363
42,index,store,06 - Redis + Python,0.0720372200012207
42,index,embed,07 - Document DBs and Mongo,0.32845330238342285
42,index,store,07 - Document DBs and Mongo,0.1635420322418213
42,index,embed,08 - PyMongo,0.06751632690429688
42,index,store,08 - PyMongo,0.03299880027770996
42,index,embed,09 - Introduction to Graph Data Model,0.17955660820007324
42,index,store,09 - Introduction to Graph Data Model,0.10217690467834473
42,index,embed,10 - Neo4j,0.2594106197357178
42,index,store,10 - Neo4j,0.11340713500976562
42,index,embed,11 - AWS Intro,0.17723584175109863
42,index,store,11 - AWS Intro,0.08315181732177734
42,index,embed,12 - EC2 & Lambda,0.21193528175354004
42,index,store,12 - EC2 & Lambda,0.12348198890686035
42,index,embed,B- Trees Notes,0.1090238094329834
42,index,store,B- Trees Notes,0.03349924087524414
42,index,embed,DS4300 Notes E1,0.2020280361175537
42,index,store,DS4300 Notes E1,0.056227684020996094
42,search,embed,What is the capital of France?,0.008008956909179688
42,search,query,What is the capital of France?,0.6361944675445557
42,search,embed,What does the C stand for in ACID?,0.0070078372955322266
42,search,query,What does the C stand for in ACID?,0.011000394821166992
42,search,embed,What type of database is Neo4j?,0.007955789566040039
42,search,query,What type of database is Neo4j?,0.011654376983642578
42,search,embed,Who created MongoDB?,0.00852060317993164
42,search,query,Who created MongoDB?,0.012006282806396484
42,search,embed,Which is faster for random access: a linked list or an array?,0.008537769317626953
42,search,query,Which is faster for random access: a linked list or an array?,0.012993812561035156
43,index,embed,02 - Foundations,0.7916481494903564
43,index,store,02 - Foundations,0.0160062313079834
43,index,embed,03 - Moving Beyond the Relational Model,1.1473593711853027
43,index,store,03 - Moving Beyond the Relational Model,0.030996322631835938
43,index,embed,04 - Data Replication,1.1307125091552734
43,index,store,04 - Data Replication,0.03622102737426758
43,index,embed,05 - NoSQL Intro + KV DBs,1.7609286308288574
43,index,store,05 - NoSQL Intro + KV DBs,0.055700063705444336
43,index,embed,06 - Redis + Python,0.7790071964263916
43,index,store,06 - Redis + Python,0.020513296127319336
43,index,embed,07 - Document DBs and Mongo,1.585974931716919
43,index,store,07 - Document DBs and Mongo,0.04631376266479492
43,index,embed,08 - PyMongo,0.33342719078063965
43,index,store,08 - PyMongo,0.008996009826660156
43,index,embed,09 - Introduction to Graph Data Model,0.8363192081451416
43,index,store,09 - Introduction to Graph Data Model,0.029520750045776367
43,index,embed,10 - Neo4j,1.1287009716033936
43,index,store,10 - Neo4j,0.03267931938171387
43,index,embed,11 - AWS Intro,0.8778440952301025
43,index,store,11 - AWS Intro,0.028034687042236328
43,index,embed,12 - EC2 & Lambda,1.004608154296875
43,index,store,12 - EC2 & Lambda,0.03627371788024902
